Date ,Open ,High ,Low ,Close ,Shares Traded ,Turnover (₹ Cr)
15-Jul-25,22513.5,22688.65,22373.85,22665.7,25135175,3175.35
16-Jul-25,22678.6,22694.85,22562.25,22593.9,35734829,3670.88
17-Jul-25,22647.6,22794.2,22625.85,22680.35,23448836,3328.18
18-Jul-25,22713.55,22720.3,22511.65,22592.75,17586477,2148.86
21-Jul-25,22567.95,22615.15,22439.15,22531.85,15446323,2281.67
22-Jul-25,22529.1,22570.4,22275.5,22307.2,17771227,2612.68
23-Jul-25,22326.05,22436.05,22297.4,22417.45,16009779,2189.61
24-Jul-25,22457.2,22618.7,22455.1,22541.05,22164450,2869.48
25-Jul-25,22525.55,22715.95,22440.05,22662.7,23216423,3198.37
28-Jul-25,22690.5,22908.4,22662.8,22761.15,36317588,4210.28
29-Jul-25,22741.5,23115.05,22732.6,23072.45,25406931,3386.64
30-Jul-25,23102.05,23162.45,22996.55,23073.9,23852641,2869.27
31-Jul-25,22772.9,22993.85,22701.85,22771.05,26187326,3522.79
01-Aug-25,22696.25,22705.95,21972.65,22011.7,29278034,4308.81
04-Aug-25,22038.5,22206.8,21890.55,22153.8,18990434,2048.71
05-Aug-25,22142.65,22237.6,21879.65,21970.15,15298176,2029.99
06-Aug-25,21966.5,21966.6,21487.3,21523.75,23913224,3528.46
07-Aug-25,21380.9,21712.35,21325.2,21684.8,23501291,3632.22
08-Aug-25,21633.05,21676.15,21375.95,21402.15,18105471,2181.77
11-Aug-25,21391.75,21783.6,21324.05,21604.65,15328993,1925.2
12-Aug-25,21604.65,21900,21554.7,21753.5,22109241,2788.57
13-Aug-25,21803.45,22171.05,21794.3,22130.3,16951417,2618.09
14-Aug-25,22176.85,22370.45,22077.5,22151.85,19712572,2813.1
18-Aug-25,22243.5,22253.3,22038.7,22141.15,17993633,2677.34
19-Aug-25,22167.1,22177.45,22030.55,22066.75,12331050,1942.04
20-Aug-25,22069.55,22093.7,21899.65,21969.5,15474386,2321.67
21-Aug-25,21958.65,22253.7,21867.75,22177.7,17216207,2412.61
22-Aug-25,22213.2,22304.65,22171.6,22265,14676104,2376.68
25-Aug-25,22361.6,22394.05,22259.6,22362.8,15217776,2100.66
26-Aug-25,22292.35,22292.35,21941.15,21990,32455125,4071.08
28-Aug-25,22043.8,22051.8,21732.35,21808.35,25434131,2993.14
29-Aug-25,21806.35,21894.6,21696.9,21804.05,31214549,2981.24
01-Sep-25,21820.4,21916.85,21691.4,21778.85,26587228,3146.39
02-Sep-25,21813.95,21845.05,21676.55,21719.95,17179004,2053.7
03-Sep-25,21741.25,21985.2,21697.2,21959.6,17195362,2311.02
04-Sep-25,22156.7,22156.7,21850.75,21915.4,11396291,1653.11
05-Sep-25,21927.35,22139.85,21842.2,21924.8,12785469,1748.48
08-Sep-25,21951.1,22034.8,21811.25,21865.2,10725793,1587.83
09-Sep-25,21885.25,22080.4,21883.55,22052.65,12990042,1891.54
10-Sep-25,22110.95,22201.45,22026.75,22122.05,15147935,2417.74
11-Sep-25,22150.3,22307.8,22039.55,22224,16662084,2345.69
12-Sep-25,22262.4,22399.25,22260.45,22341.2,12872004,2005.32
15-Sep-25,22315.3,22330.9,22111.85,22198.7,12138031,1633.73
16-Sep-25,22240,22310.9,22197.1,22264.55,9666025,1440.37
17-Sep-25,22274.5,22307.05,22194.6,22241.35,14093730,1860.28
18-Sep-25,22321.9,22596.9,22261.2,22574.35,25086454,2756.78
19-Sep-25,22636.2,22716.9,22580.75,22686.6,31640798,3602.03
22-Sep-25,22668.95,22685.45,22325.5,22365.75,17036619,2354.34
23-Sep-25,22386.55,22434.75,22210.25,22299.1,12396233,1945.65
24-Sep-25,22291.05,22321.25,22166.4,22180.7,11096810,1540.91
25-Sep-25,22219.65,22311.15,21956.25,21977.7,16727472,2501.58
26-Sep-25,21623.95,21695.55,21390.25,21507.2,34537260,4641.19
29-Sep-25,21543.4,21740.85,21443.8,21475.3,23495929,3336.27
30-Sep-25,21509.05,21594.25,21365.9,21454.25,17192641,2406.05
01-Oct-25,21511.5,21786.55,21511.5,21733.5,24716342,3109.53
03-Oct-25,21684.2,21873.2,21660.7,21756.35,20133470,2751.28
06-Oct-25,21727.15,21799,21591.45,21779.85,14450655,1836.72
07-Oct-25,21813.75,21900.35,21737.3,21875.3,16483445,2554.38
08-Oct-25,21856.15,21973.65,21677.15,21707.35,15353166,2165.11
09-Oct-25,21872.2,22042.55,21837.35,21936.2,27615309,3190.02
10-Oct-25,21952.4,22324.6,21849.55,22218.25,25619024,3291.7
